InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,QHOUR,AVG_SP
m4.10xlarge,0.3077,us-west-2c,2016-01-04,14,1,0.308488
m4.10xlarge,0.307,us-west-2c,2016-01-04,14,2,0.307
m4.10xlarge,0.307,us-west-2c,2016-01-04,14,3,0.307
m4.10xlarge,0.307,us-west-2c,2016-01-04,15,0,0.307974
m4.10xlarge,0.307,us-west-2c,2016-01-04,15,1,0.307
m4.10xlarge,0.307,us-west-2c,2016-01-04,15,2,0.307391
m4.10xlarge,0.307,us-west-2c,2016-01-04,15,3,0.310501
m4.10xlarge,0.3119,us-west-2c,2016-01-04,16,0,0.312327
m4.10xlarge,0.314,us-west-2c,2016-01-04,16,1,0.312791
m4.10xlarge,0.3126,us-west-2c,2016-01-04,16,2,0.312394
m4.10xlarge,0.3119,us-west-2c,2016-01-04,16,3,0.31229
m4.10xlarge,0.3119,us-west-2c,2016-01-04,17,0,0.309865
m4.10xlarge,0.3126,us-west-2c,2016-01-04,17,1,0.313071
m4.10xlarge,0.314,us-west-2c,2016-01-04,17,2,0.31422
m4.10xlarge,0.3184,us-west-2c,2016-01-04,17,3,0.317715
m4.10xlarge,0.3176,us-west-2c,2016-01-04,18,0,0.320172
m4.10xlarge,0.3235,us-west-2c,2016-01-04,18,1,0.323513
m4.10xlarge,0.3226,us-west-2c,2016-01-04,18,2,0.322719
m4.10xlarge,0.3226,us-west-2c,2016-01-04,18,3,0.323391
m4.10xlarge,0.3243,us-west-2c,2016-01-04,19,0,0.322153
m4.10xlarge,0.3218,us-west-2c,2016-01-04,19,1,0.323126
m4.10xlarge,0.3235,us-west-2c,2016-01-04,19,2,0.321765
m4.10xlarge,0.321,us-west-2c,2016-01-04,19,3,0.321798
m4.10xlarge,0.3226,us-west-2c,2016-01-04,20,0,0.321929
m4.10xlarge,0.3226,us-west-2c,2016-01-04,20,1,0.322224
m4.10xlarge,0.3226,us-west-2c,2016-01-04,20,2,0.322425
m4.10xlarge,0.321,us-west-2c,2016-01-04,20,3,0.321111
m4.10xlarge,0.3218,us-west-2c,2016-01-04,21,0,0.321406
